match_day,team1,team2,score1,score2
1,17,18,3,0
1,15,1,1,1
1,9,28,6,0
1,2,29,3,0
1,4,11,1,0
1,6,12,0,0
1,25,3,2,2
1,30,5,0,4
1,31,24,2,1
1,27,16,0,0

2,16,15,3,0
2,12,17,2,2
2,18,2,6,0
2,30,9,0,6
2,1,5,6,0
2,3,4,2,1
2,11,31,1,1
2,24,27,1,2
2,28,25,1,0
2,29,6,1,3

3,2,11,1,0
3,15,28,1,0
3,25,16,1,0
3,6,3,2,2
3,17,29,3,0
3,5,12,2,2
3,9,24,2,0
3,27,30,0,1
3,31,18,1,1
3,4,1,1,2

4,24,2,2,1
4,3,15,0,0
4,1,6,4,1
4,12,31,2,1
4,16,4,1,1
4,18,5,0,2
4,28,27,1,1
4,29,9,1,3
4,30,25,1,1
4,11,17,3,3

5,9,5,4,0
5,30,16,0,2
5,17,15,3,2
5,25,1,1,1
5,2,6,1,1
5,4,12,1,1
5,11,18,0,1
5,27,31,3,1
5,28,3,3,1
5,24,29,1,1

6,18,24,1,2
6,31,2,1,2
6,6,17,2,2
6,1,28,2,3
6,3,30,0,0
6,5,4,1,2
6,12,11,0,0
6,15,25,2,2
6,29,27,1,0
6,16,9,1,0

7,9,1,2,0
7,15,5,1,2
7,16,18,2,1
7,25,17,0,0
7,3,11,0,2
7,24,4,1,0
7,27,2,2,1
7,28,6,1,1
7,29,12,1,1
7,30,31,2,0

8,4,25,0,0
8,5,16,2,3
8,11,15,2,0
8,2,9,0,0
8,1,3,2,1
8,6,24,2,1
8,12,27,1,2
8,17,28,2,2
8,18,30,2,2
8,31,29,1,1

9,16,1,0,3
9,15,4,2,1
9,24,17,1,2
9,29,18,1,2
9,3,5,2,0
9,9,31,2,0
9,25,2,1,0
9,28,12,2,1
9,30,6,1,1
9,27,11,1,1

10,5,28,2,1
10,6,15,0,1
10,18,25,5,1
10,2,3,0,0
10,17,27,2,0
10,1,29,1,0
10,4,9,1,2
10,11,24,1,0
10,12,30,2,0
10,31,16,2,1

11,15,9,2,0
11,28,16,0,2
11,1,18,0,1
11,3,29,2,2
11,4,30,2,1
11,5,11,2,2
11,12,2,1,1
11,17,31,2,1
11,25,24,2,0
11,6,27,4,2

12,11,6,1,1
12,16,17,0,0
12,2,5,3,2
12,9,12,1,0
12,18,4,1,2
12,29,28,2,2
12,30,15,1,1
12,31,1,0,2
12,27,25,1,1
12,24,3,3,2

13,9,25,0,3
13,11,1,1,2
13,24,15,2,0
13,16,3,0,0
13,18,12,0,0
13,27,4,4,2
13,29,5,0,0
13,30,28,1,0
13,31,6,2,3
13,2,17,2,2

14,25,11,2,2
14,12,16,1,4
14,4,2,2,0
14,15,29,3,0
14,3,9,1,0
14,5,31,2,1
14,6,18,5,1
14,17,30,2,0
14,28,24,0,3
14,1,27,2,3

15,27,15,2,1
15,18,9,1,1
15,6,5,2,2
15,11,28,1,4
15,12,3,1,1
15,17,4,7,1
15,24,16,1,1
15,29,30,3,1
15,31,25,3,2
15,2,1,2,4

16,5,17,2,3
16,15,2,3,0
16,25,29,1,0
16,28,18,3,1
16,1,12,2,1
16,3,27,1,1
16,4,31,3,0
16,9,11,1,1
16,16,6,1,0
16,30,24,2,2

17,17,1,1,0
17,27,9,1,1
17,6,4,2,1
17,31,3,1,0
17,18,15,3,1
17,2,28,2,1
17,11,30,0,0
17,12,25,0,0
17,24,5,0,1
17,29,16,1,3

18,9,17,2,1
18,1,24,1,0
18,5,27,3,1
18,28,31,1,1
18,3,18,0,2
18,15,12,1,0
18,30,2,1,2
18,16,11,1,2
18,4,29,1,1
18,25,6,1,0

19,11,3,1,1
19,5,15,2,1
19,1,9,3,1
19,2,27,1,2
19,4,24,0,2
19,6,28,2,0
19,17,25,2,0
19,18,16,1,3
19,31,30,1,2
19,12,29,1,3

20,15,31,0,1
20,9,6,1,0
20,30,1,2,2
20,3,17,1,1
20,29,11,1,1
20,16,2,4,0
20,24,12,0,2
20,25,5,0,2
20,27,18,2,0
20,28,4,1,3

21,30,18,0,1
21,9,2,3,3
21,3,1,0,3
21,15,6,2,1
21,16,5,1,0
21,24,11,2,0
21,25,4,3,0
21,27,12,1,0
21,29,31,2,0
21,28,17,1,2

22,4,15,3,1
22,6,30,1,1
22,11,27,2,1
22,1,16,0,0
22,2,25,0,1
22,18,29,5,0
22,31,9,1,0
22,5,3,1,2
22,12,28,3,0
22,17,24,2,1

23,27,17,0,0
23,15,11,2,2
23,3,2,1,1
23,25,18,1,1
23,29,1,0,3
23,9,4,2,0
23,16,31,4,3
23,24,6,2,0
23,28,5,3,2
23,30,12,1,1

24,6,9,0,4
24,4,28,2,0
24,2,16,1,0
24,1,30,3,0
24,5,25,1,2
24,11,29,2,2
24,12,24,2,0
24,17,3,5,0
24,18,27,1,1
24,31,15,0,3

25,4,27,0,1
25,5,29,1,3
25,6,31,1,0
25,12,18,1,0
25,15,24,2,0
25,3,16,2,2
25,17,2,3,1
25,28,30,2,2
25,1,11,2,1
25,25,9,2,4

26,9,15,0,1
26,29,3,0,1
26,31,17,2,1
26,2,12,2,2
26,11,5,5,3
26,16,28,3,0
26,18,1,4,4
26,27,6,2,1
26,30,4,4,3
26,24,25,3,2

27,12,9,0,0
27,6,11,2,0
27,25,27,1,2
27,1,31,2,0
27,3,24,1,0
27,4,18,0,0
27,5,2,1,1
27,15,30,1,1
27,28,29,3,3
27,17,16,2,1

28,9,3,3,1
28,27,1,3,3
28,24,28,1,1
28,16,12,1,1
28,29,15,3,1
28,2,4,4,1
28,11,25,2,0
28,18,6,1,1
28,30,17,0,4
28,31,5,4,0

29,5,9,1,3
29,31,27,3,3
29,15,17,3,1
29,16,30,1,0
29,1,25,0,0
29,6,2,3,2
29,12,4,3,2
29,18,11,1,2
29,29,24,3,0
29,3,28,1,3

30,9,16,2,0
30,25,15,0,2
30,11,12,2,1
30,2,31,0,1
30,4,5,2,2
30,17,6,1,0
30,24,18,4,0
30,28,1,2,2
30,30,3,2,1
30,27,29,0,0

31,16,25,5,0
31,12,5,3,0
31,1,4,0,0
31,3,6,2,1
31,11,2,2,2
31,18,31,4,1
31,24,9,1,1
31,28,15,2,1
31,30,27,0,0
31,29,17,2,4

32,15,16,3,0
32,2,18,1,0
32,5,1,1,3
32,4,3,1,1
32,6,29,3,0
32,9,30,1,0
32,17,12,2,0
32,25,28,2,3
32,27,24,3,2
32,31,11,0,3

33,16,27,1,0
33,12,6,3,0
33,24,31,3,0
33,18,17,0,0
33,1,15,1,1
33,3,25,2,0
33,5,30,1,3
33,11,4,2,0
33,28,9,1,3
33,29,2,1,2

34,4,16,0,1
34,6,1,2,1
34,9,29,3,0
34,2,24,1,1
34,5,18,1,1
34,15,3,5,0
34,25,30,4,2
34,27,28,2,2
34,31,12,1,1
34,17,11,1,0

35,16,29,2,1
35,1,17,1,0
35,3,31,1,1
35,15,18,3,0
35,9,27,2,1
35,4,6,1,0
35,5,24,0,0
35,25,12,0,3
35,28,2,2,1
35,30,11,1,1

36,12,15,2,5
36,17,9,2,1
36,24,1,3,1
36,31,28,3,1
36,27,5,1,1
36,2,30,1,1
36,6,25,1,2
36,11,16,2,1
36,18,3,2,1
36,29,4,1,1

37,16,24,3,0
37,1,2,1,2
37,3,12,0,2
37,15,27,0,2
37,30,29,3,2
37,9,18,2,2
37,4,17,1,1
37,5,6,4,3
37,25,31,1,3
37,28,11,1,0

38,2,15,1,0
38,6,16,0,2
38,11,9,1,0
38,12,1,2,2
38,17,5,4,2
38,18,28,3,3
38,24,30,0,1
38,27,3,2,1
38,29,25,0,3
38,31,4,2,3

